"Text","Difficulty"
"Un sapin fraîchement coupé est installé dans la cuisine ou le salon, et décoré à l’aide de guirlandes colorées et de boules de noël.","B2"
"Il y a combien de temps qu'un homme a marché sur la lune pour la première fois.","B2"
"Maintenant que j'ai mon Master de droit commercial, je vais commencer des études de lettres.","B2"
"Maintenant que j'ai mon diplôme en poche, mon père va peut-être enfin me féliciter.","B2"
"Les trafiquants d'êtres humains prétendent garder les passeports de leur victimes pour mettre ces documents en lieu sûr.","B2"
"Il ne faut surtout pas arrêter la prise d'antibiotiques en cours de traitement sous prétexte que l'on se sent mieux.","B2"
"L'un des principaux risque des soldes, c'est la tentation de tout acheter sous prétexte que ce n'est pas cher.","B2"
"Les appréciations sur le bulletin de notes sont aussi importantes que les moyennes elles-mêmes.","B2"
"De nombreux opposants au projet se sont rassemblés en dépit de l'interdiction de manifester.","B2"
"Quoique brève, notre entrevue a été productive.","B2"
"Il n'y a qu'à observer la métamorphose des rues commerçantes pouren être convaincu.","B2"
"Les passants semblent moins pressés, et s'attardent plus facilement devant une devanture ou dansles rayons.","B2"
"Mais il est aussi un descendant de dix-neuvième génération de Dante, ce qui lui confère certaines responsabilités vis-à-vis de son très lointain et très prestigieux aïeul.","B2"
"Tel est en tout cas l’avis d’un avocat florentin, l’honorable Alessandro Traversi, qui a invité le scientifique à représenter les intérêts de son ancêtre lors de l’examen d’une fausse requête en révision du procès de Dante.","B2"
"Organisée à l’occasion du 700e anniversaire de la mort du poète, la fausse audience prendra la forme d’un congrès qui doit se tenir le 21 mai prochain, selon les informations du Corriere della Sera.","B2"
"Le chancelier autrichien a annoncé ne plus vouloir dépendre de l’Union européenne pour la production de vaccins et que, avec la Première ministre danoise, il allait engager des discussions avec Israël.","B2"
"Pour la presse, la solidarité européenne en matière de vaccination “s’effondre”.","B2"
"""Les forces de l'ordre ont tiré des gaz lacrymogènes, des munitions en caoutchouc et des balles réelles"", selon un secouriste.","B2"
"La journée de dimanche a été particulièrement meurtrière avec au moins 18 morts dans les rangs des manifestants, d'après les Nations Unies.","B2"
"Le Royaume-Uni a demandé une nouvelle réunion du Conseil de sécurité vendredi.","B2"
"Joe Biden a dû renoncer mardi à sa candidate pour diriger le budget à la Maison Blanche, Neera Tanden, face à l'opposition de sénateurs-clés, premier revers pour le nouveau président démocrate qui dispose d'une très courte majorité au Congrès.","B2"
"Pendant des semaines, la Maison Blanche avait courtisé une poignée de sénateurs républicains et démocrates modérés qui détiennent aujourd'hui le pouvoir de bloquer, ou de sauver, ses grands projets.","B2"
"""J'ai accepté la demande de Neera Tanden de retirer"" sa candidature, a annoncé Joe Biden dans un communiqué.","B2"
"Des sénateurs républicains mais aussi un démocrate s'étaient ouvertement déclarés contre son arrivée au poste de directrice du Bureau de la gestion et du budget à la Maison Blanche (OMB), un service très puissant, notamment chargé de développer le budget voulu par le président.","B2"
"Les républicains se disaient outrés par d'anciens commentaires les visant nommément, tandis que des progressistes proches de Bernie Sanders la jugeaient trop centriste.","B2"
"Au bout du compte, c'est un démocrate plus conservateur, Joe Manchin, qui a de fait condamné ses chances en annonçant, fin février, qu'il ne voterait pas pour elle.","B2"
"Il jugeait que ses déclarations ""ouvertement politiques"" auraient un ""impact toxique"" sur les relations entre le Congrès et la Maison Blanche.","B2"
"Les démocrates disposent d'une très courte majorité à la chambre haute, avec 50 sénateurs contre 50 républicains.","B2"
"En cas d'égalité, la vice-présidente Kamala Harris dispose d'une voix pour départager le vote.","B2"
"Les nominations présidentielles ont besoin de 51 voix pour être approuvées par le Sénat.","B2"
"Toute défection démocrate doit donc être compensée par un vote républicain.","B2"
"""Malheureusement, il semble désormais évident qu'il n'y a pas de voie pour obtenir une confirmation"", a écrit Neera Tanden à Joe Biden en retirant sa candidature.","B2"
"Ancien sénateur pendant plus de 35 ans, le démocrate se targue de connaître la maison et de vouloir chercher des accords entre partis au Congrès.","B2"
"Jusqu'ici, ses autres nominations ont été approuvées, souvent à une majorité écrasante.","B2"
"Et les démocrates ont commencé à faire avancer ses grands projets de loi à la Chambre des représentants, où ils détiennent aussi la majorité.","B2"
"Mais la chute de Neera Tanden annonce les autres batailles plus rudes à venir au Sénat.","B2"
"Prochain obstacle, dès cette semaine: le vote attendu à la chambre haute sur le vaste plan de relance de l'économie américaine, frappée par la pandémie.","B2"
"Le chef de la majorité au Sénat Chuck Schumer a affirmé mardi compter sur ""suffisamment"" de voix (51) pour approuver ce projet de loi d'ici la fin de semaine.","B2"
"Mais c'est uniquement parce que le texte n'inclura pas de hausse du salaire minimum, contrairement au projet initial, qu'il a pu montrer une telle assurance.","B2"
"Car Joe Manchin et Kyrsten Sinema s'étaient déclarés contre cette mesure précise, menaçant de faire sombrer l'ensemble du plan d'aide qui ne compte pas, pour l'instant, de soutien républicain.","B2"
"Ton direct et souvent bougon pour Joe Manchin, 73 ans, et discrétion médiatique contrastant avec les perruques et tenues colorées de Kyrsten Sinema, 44 ans, première candidate au Sénat ouvertement bisexuelle en 2018.","B2"
"Le duo n'a pas grand chose en commun, mis à part ses positions relativement conservatrices, qui lui vaut les foudres des progressistes.","B2"
"Avec, en premier lieu, leur opposition à une réforme du Sénat qui permettrait d'adopter toutes les lois sans passer par un premier vote requérant 60 voix.","B2"
"Une perspective quasi inconcevable dans un Congrès aussi divisé.","B2"
"Les démocrates ""vont être de plus en plus en colère quand ils vont voir que le Sénat tue toutes leurs priorités"", prévoit Larry Sabato, politologue à l'université de Virginie.","B2"
"Les deux prochaines années, jusqu'aux élections parlementaires, devraient être marquées par ""l'impasse"" au Congrès, explique-t-il à l'AFP.","B2"
"""Mais je parie qu'il y aura plus de compromis que ce à quoi nous nous attendons"", poursuit-il.","B2"
"Or les républicains veulent aussi accomplir des choses.","B2"
"Car si rien de ce que les démocrates désirent ne peut passer au Sénat, rien de ce que veulent les républicains ne pourra non plus être adopté à la Chambre, ou au Sénat.","B2"
"Le gouvernement italien mettra un jour et demi avant de bouger le petit doigt.","B2"
"Au programme, organisez un blind test et un karaoké en classe avec les artistes francophones des années 1960 et d’aujourd’hui.","B2"
"Nous sommes au Théâtre de la Jeunesse à Hanoï pour une soirée « Cabaret des artistes ».","B2"
"Deux d’entre eux se détachent du lot : ils chantent à la perfection, même s’ils ont un peu de difficultés à maitriser le français.","B2"
"Il y a beaucoup de Vietnamiens, même s’ils ne parlent pas le français, ils aiment aussi les chansons françaises.","B2"
"Par exemple, comme mes parents, ils ne parlent pas le français mais ils aiment aussi les chansons françaises.","B2"
"En tout, seize chansons interprétées sur une scène où a été reconstituée une terrasse de café parisien.","B2"
"Ce que je fais dans le monde, plus particulièrement, c’est de monter des spectacles dans la langue du pays.","B2"
"C’est-à-dire, ici, par exemple, j’ai monté Les Fourberies de Scapin en vietnamien.","B2"
"Et j’ai fait des spectacles dans beaucoup de pays du monde, mais en cantonais, en espagnol, enfin bon, en arabe.","B2"
"Je ne conçois pas tellement le théâtre populaire avec un spectacle dans une langue qu’on ne comprend pas.","B2"
"Parce que si vous prenez des chansons difficiles, vous n’y arriverez jamais.","B2"
"Donc, je connais bien la musique et je sais les limites des jeunes que l’on prend et qui n’ont jamais chanté.","B2"
"Il faut leur faciliter la tâche, quand même, dans les écarts, dans les rythmes.","B2"
"Dans une grande salle au design épuré, ils sont une cinquantaine d’étudiants de 18 à 34 ans, les yeux rivés sur leur écran d’ordinateur.","B2"
"Assise à son bureau, Matina Razafimahefa, la fondatrice de Sayna, étudie les CV qui lui arrivent par centaines.","B2"
"Les profils retenus seront rappelés pour participer aux entretiens et aux quarante-deux heures de concours.","B2"
"Aujourd’hui, Madagascar, c’est 700 personnes qui sortent des écoles en informatique.","B2"
"Pourtant, on a environ 200 entreprises qui sont prêtes à embaucher par vingtaine, trentaine tous les ans et qui ont du mal à recruter des développeurs de qualité.","B2"
"Le pari que l’entreprise prend chez Sayna, c’est d’avoir un impact social, puisqu’en fait, elle choisit intentionnellement de recruter un jeune qui vient d’un milieu précaire et donc, elle s’engage à lui payer sa formation et en plus de ça, à lui payer un salaire.","B2"
"Ce qui fait que le jeune passe d’un niveau de vie de moins de un euros par jour à plus de six, voire sept euros par jour.","B2"
"Il y a sept mois après sa formation intensive chez Sayna, Cédric Maminjanahary, 23 ans, a intégré une banque de microfinance.","B2"
"Depuis toujours, je rêve que, en un seul clic, j’apporte de la magie à la vie .","B2"
"J’ai économisé mon argent de poche pour que, chaque samedi, je puisse me rendre chez un au cybercafé pour télécharger des tutos sur Internetpour le développement.","B2"
"Le fait de passer par Sayna, ça a accéléré le cours de ma vie parce que maintenant, je gagne ma vie en faisant ce que j’aime le mieux au monde .","B2"
"En plus d’une formation aux langages informatiques purs, Sayna impose aussi l’apprentissage d’une toute autre forme de code.","B2"
"Parallèlement, on met l’accent sur le savoir-vivre en entreprise, parce que, nous, les Malgaches, dans notre culture, on n’a pas cette habitude de dire non, ou de dire : « Je ne sais pas faire ».","B2"
"Et pourtant, c’est essentiel pour le bon fonctionnement d’une entreprise.","B2"
"C’est très important, surtout dans une dynamique d’innovation dans laquelle travaille typiquement une équipe de développement de voir, en tant que manager, que les personnes en face s’expriment indépendamment, offrent leurs pistes d’amélioration sur leur travail au quotidien.","B2"
"Sa société a déjà embauché deux développeurs chez Sayna l’an dernier et compte bien renouveler l’expérience en 2019.","B2"
"Outre les économies substantielles que permet une telle collaboration, les entreprises bénéficient désormais de jeunes formés à leurs besoins spécifiques.","B2"
"Ça veut dire aussi que cet abrègement est lié à une certaine communautarisation de la langue.","B2"
"Il y a là un aspect de communautarisation de la langue, c'est à dire qu'il faut être du milieu pour comprendre.","B2"
"À cette époque, la plupart des enfants n'étaient pas gâtés comme ils le sont à l'heure actuelle, et ils ne recevaient qu'un seul cadeau, donc il revêtait une importance toute particulière 
.","C1"
"À la fin de son mandat, VGE est accusé d'avoir reçu des diamants en cadeau du président centrafricain Bokassa, et s'empêtre dans l'affaire 
.","C1"
"Alex Thompson est attendu dans la nuit ; il se sera battu jusqu'au bout.","C1"
"Après diner, Arthur me donnait souvent une petite friandise avant de ressortir, et je m'assoupissais tranquillement dans mon panier
.","C1"
"Autant vous dire qu'à la fin de la journée, je ne rêve que d'une chose: mon panier 
.","C1"
"Ben, au bout d'un moment, c'est plus devenu le président, c'était quelqu'un qui mangeait chez vous
.","C1"
"C'est quand même une drôle d'idée, c'est pas mal moins drôle 
.","C1"
"C'était hier après-midi que les deux hommes ont viré à l'entrée de la Manche avant de plonger dans un vent glacial, ction les Sables d'Olonne Alex Thomson est alors pointé à quatre-vingt-quinze milles, les dés sont jetés, d'autant plus qu'Alex est épuisé par une série de problèmes techniques qui l'empêchent de dormir 
.","C1"
"C'était le paradis, je faisais de longues siestes tantôt sur le canapé, tantôt sur le lit d'Arthur, à la chaleur du soleil ou du radiateur selon les saisons.","C1"
"C'était un homme de conviction qui s'est battu pour défendre ses positions.","C1"
"C'était, euh, chaque mètre gagné c'est dur, et puis euh, je la voulais tellement cette victoire 
.","C1"
"Ça avait dû coûter très cher à mes parents qui tiraient souvent le diable par la queue en ce temps d'après-guerre
.","C1"
"Ce cadeau me transporta instantanément dans un monde imaginaire où je passais des heures entières à jouer à la coiffeuse avec mes clients imaginaires et mes poupées et pendant longtemps, je nourris le désir d'être coiffeuse
.","C1"
"Cependant, dans un coin de la pièce, il y avait une énorme boîte sur laquelle j'arrivais à déchiffrer les mots 'Salon de Coiffure'
.","C1"
"Ces derniers ont eu la bonne idée de faire les recherches à Habsheim-le-Bas, à 200 mètres plus loin.","C1"
"Comme fai vu que c'était un match assez dur 
.","C1"
"Comme tous les soirs, c'est moi Monsieur Stopeleu pour vous présenter le journal Alsace, avec des nouvelles du Haut-Rhin, des nouvelles du Bas-Rhin et des nouvelles aussi du bas du dos, tant qu'on y est 
.","C1"
"Conscient de sa popularité assez faible, il renonce par la suite à briguer un nouveau mandat présidentiel
.","C1"
"Contre l'avis de tous, il utilise la mise en scène d'une conversation avec sa fille comme affiche de campagne
.","C1"
"Dans les années 1990, Valéry Giscard d'Estaing s'engage pour l'Europe, mais en 2005, son projet de Constitution européenne est rejeté en France par référendum Le ""non"" l'emporte largement
.","C1"
"Depuis son départ de l'Élysée, il était membre de droit du Conseil Constitutionnel 
.","C1"
"Donc au Québec, on parle français un point c'est toute 
.","C1"
"Du coup, je suis obligée de crier pour leur dire bonjour de lautre côté de la rue.","C1"
"Elle boit de l'eau, elle a chaud, c'est vrai qu'il fait chaud.","C1"
"Elle est belle, cette victoire pour ce skipper de trente-neuf ans 
.","C1"
"Elle me touche la main, ça veut dire qu'il faut que je lui touche les seins.","C1"
"Elle se cure le nez, ça veut dire qu'elle est đégueu.","C1"
"Elle se ronge les ongles, ça veut dire qu'elle est anxieuse.","C1"
"Elle se touche les cheveux, un classique, elle me désire.","C1"
"En effet, bien que je n'aie Jamais vu autant d'humains et leurs chiens dans les rues, on ne s'arrête plus pour bavarder, et on est trop loin les uns des autres de toute façon
.","C1"
"En effet, Monsieur Helmut Kohl donne priorité aux Allemands de l'Est, hein 
.","C1"
"Ensuite, nous sortions pour notre promenade au parc, où nous retrouvions quelques amis.","C1"
"Et après ça, j'avais l'appartement rien qu'à moi.","C1"
"Et en 1969, il ouvre la porte de sortie au Général de Gaulle, en refusant d'appeler à soutenir son référendum
.","C1"
"Et je ne vous ai pas encore parlé des promenades.","C1"
"Et vous, vous souvenez-vous d'un cadeau de Noël que vous avez aimé autant que j'ai adoré le mien.","C1"
"Fait que, le Québec, ben, c'est une colonie française pis les colons ben ils y aboutissent par bateau depuis la France 
.","C1"
"Finalement, la victoire, je l'ai entrevue que la nuit dernière 
.","C1"
"Giscard se laisse filmer durant ses vacances à la montagne ou à la plage, il apparaît en short, puis torse nu lors d'un match de football organisé entre notables de Chamalières, village dont il fut longtemps le maire
.","C1"
"Giscard va pourtant réussir à transformer ce revers en tremplin
.","C1"
"Il autorise le recours à l'IVG par l'intermédiaire de sa Ministre de la Santé, Simone Veil, facilite le divorce, augmente le Minimum Vieillesse 
.","C1"
"Il change le tempo de la Marseillaise, déplace le défilé du 14 jullet à la Bastille, et s'invite à diner dans le salon des Français
.","C1"
"Il est le premier à mettre en scène sa vie privée, et s'empare comme personne du nouvel outil de communication qui monte : la télévision
.","C1"
"Il faut laisser les choses basses mourir de leur propre poison 
.","C1"
"Il lui aura fallu des années de négociations pour faire changer la législation.","C1"
"Il ne se remet jamais vraiment de cette défaite 
.","C1"
"Il reste pas moins qu'on parle français 
.","C1"
"Il suffisalt juste de savoir les Interpréter.","C1"
"J'ai compris dans cette campagne que vous souhaitiez le changement 
.","C1"
"J'ai rien lâché, pas un mètre 
.","C1"
"J'avais lu dans un bouquin que chaque geste lors d'un premier rendez-vous n'était pas anodin.","C1"
"Je dois tout donner, je n'ai pas le drolt à l'erreur.","C1"
"Je l'ouvrais avec impatience et à l'intérieur se trouvait une pièce qui consistait en trois murs, un sol mais pas de plafond; un salon de coiffure tout équipé avec des chaises, des lavabos, des séchoirs, et des chariots remplis de bigoudis, de peignes, de brosses et de pinces en tous genres, le tout à échelle bien entendu 
.","C1"
"Je me rappelle encore mon impatience très tôt le matin du 25 décembre, comme je commençais à dévorer avec gourmandise les mandarines et les crottes de chocolat que j'avais trouvées comme chaque année, dans mes chaussures
.","C1"
"Je pensais avoir vraiment fait le trou suffisant au Cap Horn, et c'était pas le cas et c'est vrai que bah jusqu'au bout il a fallu s'accrocher

.","C1"
"Je vais te faire voyager, tu les reverras ces plages de sable blanc sur lequel u aimals courir avec tes parents avant d'aller manger des churros sur le port.","C1"
"L'étape suivante, c'est l'échauffement surtout pour pas se blesser, parce que le cancan c'est quand même une danse.","C1"
"La jeunesse reste seule à sentir la réprobation des uns et l'indifférence des autres 
.","C1"
"Le coup de la bretelle qui tombe, je vais la mettre à l'aise.","C1"
"Loin du gouvernement, il parvient à incarner une alternative de droite au gaullisme 
.","C1"
"Lors du premier débat organisé à la télévision, il écarte son dernier concurrent avec une réplique mythique.","C1"
"Maintenant, le matin, c'est moi qui dois réveiller mon humain, et parfois il se lève plusieurs heures en retard.","C1"
"Mais c'est que Jaser comme du monde d'icite, c'est un osti de grosse job 
.","C1"
"Mais contrairement à ce qu'on pourrait croire, il sembleralt que ce soit les Parisiens qui changent leur manière de parler, décidant soudainement de prononcer toutes les syllabes, toutes les lettres, toutes les mots comme il faut 
.","C1"
"Mais écoute-moi ben, pis tu vas tout comprendre 
.","C1"
"Mais les chocs pétroliers plongent la France dans la crise
.","C1"
"Moi, j'ai, c'est sûr que c'est un concurrent très redouté et redoutable, euh, et il a eu, euh, il a eu des bonnes conditions méteo dans l'Atlantique pour revenir, qui lui ont permis de revenir sur la bagarre 
.","C1"
"Mon premier est un champion de ski français très renommé, mon deuxième est un champion de ski français encore très renommé, et mon tout, c'est pour faire rire les petits enfants 
.","C1"
"N'oublions pas que c'était les années 50 et que la Barbie n'est apparue en France qu'en 1963
.","C1"
"Non, ça veut dire ""sa průle"" (ça brûle).","C1"
"On n'est sortis de l'auberge.","C1"
"Oui, j'ai bien dit ""les promenades"", parce que nous sortons à présent toutes les deux heures en moyenne
.","C1"
"Parce que, Monsieur Rocard il n'arrête pas de nous raconter des salades 
.","C1"
"Pis crois-moi, c[e n'Jest pas parce que tu as inventé l'eau chaude que tu vas tout catcher en deux minutes
.","C1"
"Pis ensuite Champlain poursuit l'exploration du Québec, qui à l'époque s'appelait la Nouvelle France 
.","C1"
"Plus tard, quand j'avais finalement arrêté de jouer avec, j'avais fait cadeau de mon extraordinaire salon de coiffure à une enfant du quartier beaucoup plus jeune que moi, ce qui m'avait déchiré le coeur, tellement j'y étais attachée
.","C1"
"Puis je me bagarrais avec Daffy, mon canard en peluche, je machouillais mon os qui couine ou je chantais à runisson avec la radio de la voisine
.","C1"
"Quand Arthur rentrait enfin, je lui faisais la fête en sautant dans tous les sens, et il me caressait derrière les oreilles en riant.","C1"
"Restaurant classe, costar, peaufinage du regard de séducteur, on part sur un sans-faute.","C1"
"Si elle cligne des yeux, ça veut dire qu'il faut que je cligne des yeux.","C1"
"Si elle se mordille les lèvres, je dois lécher les miennes.","C1"
"Si elle se touche les lèvres, ça veut dire qu'elle m'envie.","C1"
"Si elle sourit, ça veut dire que je lui plais, il faut que je sourie.","C1"
"Si tu viens de France ou d'ailleurs, tu risques d'avoir du mal à tout comprendre au début 
.","C1"
"Si, l va falloir maintenant qu'on trouve du boulot en France, hein 
.","C1"
"Temps de course : soixante-quatorze jours, trois heures, trente-cinq minutes, quarante-six secondes
.","C1"
"Tous les soirs, mon humain et moi nous installons sur le canapé, et il me fait des calins en regardant la télé jusqu'à ce que je m'endorme la tête sur ses genoux 
.","C1"
"Un regard vers le clel, elle s'inspire, elle se projette.","C1"
"Un tiers de la population a alors moins de vingt ans, et VGE comprend mieux que les autres que pour cette génération ""Baby Boom"", les vieilles recettes politiques, ça ne marche plus
.","C1"
"Une belle robe moulante, elle veut mettre en avant ses formes.","C1"
"Une fois élu, VGE continue de rajeunir les codes 
.","C1"
"Voir le site Je parle québécois* pour les explications de ces différences 
.","C1"
"Vous n'avez pas, Monsleur Mitterrand, le monopole du ceur
.","C1"
"""Pour moi, hommes et femmes c'est pareil"", ajoute-t-il en soulignant que nombre de ses compagnons de la Résistance ont été agents de liaison ou parachutiste, comme lui, et que plusieurs (rentre elles sont tombées sous les coups de l'ennemi.","C1"
"À la fois graphiste et journaliste: le directeur artistique du quotidien espagnol La Vanguardia (Barcelone) publie régulièrement un éditorial sous forme d'infographie.","C1"
"Ah, ça c'est moins drôle: augmentation ce mois-ci encore du chômage en Alsace.","C1"
"Alors que l'entreprise était dans une relative bonne santé financière ces deux dernières années, elle se retrouve aujourd'hui dans la tourmente et dépose le bilan.","C1"
"Armel Le Cléac'h arrive cet après-midi au large des Sables d'Olonne.","C1"
"Au Canada, les parents doivent détenir les papier d'identification de leurs enfants lors d'un voyage en famille à l'étranger.","C1"
"Au Québec on ne discute pas, on jase 
.","C1"
"Bref, première leçon, le québécois n'est pas un français déformé mais plutôt un français historique, proche de celui qui était parlé en France avant le 17e siècle.","C1"
"C'est aussi le terme d'une quête qui a duré presque dix ans, en terminant deux fois à la deuxième place du Vendée Globe.","C1"
"C'est d'ailleurs un vieux français où l'on ne prononçait pas toutes les syllabes des mots.","C1"
"C'est en décembre 1967, après bien des invectives au Parlement, que sa loi relative à la régulation des naissances, dite loi Neuwirth est votée : elle autorise la vente exclusive des contraceptifs en pharmacie sur ordonnance médicale, avec autorisation parentale pour les mineures.","C1"
"C'est grâce à sort passé militaire qu'il a trouvé force d'affronter ses pairs.","C1"
"Ça veut dire ""Sapeurs-Pompiers"".","C1"
"Ce comportement ne devrait pas nous étonner la curiosité est innée chez l'être humain, contrairement au respect de la vie privée.","C1"
"Cinq ans plus tard, VGE mène une campagne présidentielle moderne, inspirée de celle de Kennedy aux États-Unis
.","C1"
"Comme si la garde partagée et les droits de visites ne causaient pas déjà mille et un tracas, les parents séparés doivent être bien organisés afin de passer des vacances en famille à l'exterieur du pays.","C1"
"D'abord, la réaction personnelle, c'est évidemment celle de la tristesse 
.","C1"
"Dans cette véritable ""biographie de la langue française"", les auteurs veulent mettre les pendules à l'heure et malmener queslques fausses croyances.","C1"
"Dans tous les cas, l'entrée de l'étranger sur le territoire Schengen est matérialisée par l'apposition sur le document de voyage d'un cachet que détermine le point de départ du délai de séjour autorisé.","C1"
"Donc les deux manières de parler se sont différenciées et ont évolué de manière indépendante.","C1"
"Durant sa durée de validité, son titulaire bénéfice de la liberté de circulation dans l'espace Schengen.","C1"
"e suis convaincu que ce détail vous aura échappé et que votre refus n'est dei qu'à un malentendu.","C1"
"Elle est connue mais ça fait toujours rigoler.","C1"
"Elle pose sa main sur la table, elle tente un rapprochement.","C1"
"En 1763, après avoir perdu la bataille des plaines d'Abraham de 1759, l'empire français cède ses terres à l'empire britannique et il n'y a plus d'échange entre la France et le Québec.","C1"
"En effet, je remplis les conditions d'ancienneté requises puisque je travaille dans votre entreprise depuis 45 mois et que je possède une expérience professionnelle de 8 années.","C1"
"En fait, pour ceux qui sauraient pas, vous savez pourquoi il y a écrit S et P sur les voitures de pomplers.","C1"
"En mai 1968, il reprend à son compte une partie des revendications de la jeunesse, ce qui lui permet de passer entre les pavés
.","C1"
"En outre, ils doivent disposer de moyens de subsistance suffisanats tant pour la durée de leur séjour que pour leur retour et ne pas faire l'objet d'un signalement aux fins de non-admission.","C1"
"Enfin la délivrance après soixante-quatorze jours d'une régate exceptionnelle 
.","C1"
"Engagé à 16 ans dans la Résistance, député puis sénateur, il avait réussi, dans la France très conservatrice d'avant 1968 à faire adopter en 1967, contre la majorité de son camp politique, la loi autorisant la contraception.","C1"
"Et bonne humeur pour finir, avec la charade habituelle du soir.","C1"
"Fait que les habitants du Québec parlent exactement le même français qu'à Paris, parce qu'ils viennent de France.","C1"
"Faits divers, faits divers, alors qu'on est au printemps, faits divers alors qu'on est au printemps.","C1"
"Faut dire que si on enlève les résultats de l'Alsace, les autres départements, ils sont largement en déficit
.","C1"
"Hé bien, il faut remonter en 1534 pour en trouver l'origine quand le navigateur Jacques Cartier découvre le Québec.","C1"
"Il a fait une très belle course, c'est súr qu'il était.","C1"
"Il explore souvent les possibilités de mise en forme des données et des statistiques pour illustrer une réflexion, un point de vue voire pour dénoncer l'absurdité qui consiste à tout traduire par des statistiques.","C1"
"Il faisait partie des prétendants sérieux, je savais qu'il avait de nombreux atouts et voilà
.","C1"
"Il s'installe à la table et tapote plein de petits boutons devant une mini télé; et dès que je commence à m'endormir, il se met à parler à d'autres minis humains dans la télé.","C1"
"Il s'intéresse ici aux liens étroits qui peuvent se tisser entre la technologie et la jalousie, et les illustre à l'aide d'un exemple personnel.","C1"
"Ils doivent également présenter, le cas échéant, les documents justifiant de l'objet et des conditions de leur séjour.","C1"
"Ils doivent posséder un ou des documents de voyage (passeport par exemple) et être en possession d'un visa unique délivré par un des États memebres, valable pour l'ensemble de la zone Schengen.","C1"
"J'ai beaucoup de nostalgie quand je me rappelle mes Noëls d'enfant chez mes parents et les cadeaux que j'ai reçus comme mes patins à roulettes, mes poupées, mes jeux de société, mon Jokari, ma patinette
.","C1"
"J'ai été élevé par deux femmes exceptionnelles, racontait-il clans une Interview enregistrée en 1981 oui il apparaît, direct et affable, en compagnie de sa fille et de sa petite-fille.","C1"
"J'ai le regret de vous faire savoir que je conteste votre décision.","C1"
"J'avais l'impression que tout était contre moi, et puis euh, je me suis accrochė, et puis voilà c'est la fin, j'étais content, je me suis bagarré, j'ai eu beaucoup de soutien à terre, tous les gens qui m'envoyaient des messages, qui me disaient de rien lâcher.","C1"
"Jamais autant de gens ne l'ont parlée qu'aujourd'hui.","C1"
"Je devais avoir peut-être six ou sept ans et comme d'habitude, j'avais mis mes souliers devant la cheminée de ma chambre-bien qu'elle soit complètement bouchée et donc inaccessible au père Noël - et cette année-là, je rêvais d'avoir une maison de poupées
.","C1"
"Je l'ai appelée trois fois hier mais en vain.","C1"
"Je n'ai pas grand chose à dire.","C1"
"Je prouve qu'ils n'ont pas de litiges avec les autorités judiciaires de leur pays.","C1"
"Je réitère donc ma demande de congé sabbatique pour les dates que je vous ai communiquées dans 111a demande du 8 janvier dernier.","C1"
"Je serai venue t'aider à déménager, mais pour ça il aurait fallu que tu me préviennes.","C1"
"Je vous ai adressé, le B janvier dernier, une demande de congé sabbatique à compterdu le novembre prochain et pour une durée de 9 mois, conformément aux dispositions des articles L122-32-17 et suivants du Code du travail.","C1"
"L'Agence des services frontaliers du Canada conseille de se munir également d'une lettre d'autorisation signée par l'autre parent afin d'accélérer son passage à la frontière.","C1"
"L'enfant ne pouvait croire qu'il contemplait des bêtes féroces telles que le lion et le tigre.","C1"
"L'univers des francophones est un métissage unique et fertile.","C1"
"La cerise sur le gâteau, c'est que je n'ai plus le droit de jouer avec mon os qui couine, et Daffy et moi ne pouvons plus nous battre en paix sans être interrompu par mon humain
.","C1"
"La huitième édition sera la bonne.","C1"
"La lutte dans laquelle il s'est engagé a mené à son exclusion du gouvernement.","C1"
"La petite fille de Habsheim-le-Haut qui avait disparu il y a trois jours a en fait été retrouvée saine et sauve par les pompiers.","C1"
"Le matin, je me réveillais avec mon humain, Arthur, puis nous allions courir dans le quartier, avant de rentrer prendre notre petit- déjeuner 
.","C1"
"Le ressortissants d'un pays tiers à l'Union européenne et des pays associés soumis à visas, qui souhaitent effectuer un court séjour dans un ou plusieurs pays de la zone Schengen.","C1"
"Le visa de court séjour est délivré pour 3 mois au plus.","C1"
"Les enfants, est-ce que vous vous êtes lavé les mains avant de passer à table.","C1"
"Les nationalités non soumises à visa (liste commune établie par les pays membres) peuvent circuler sur le territoire Schengen pendant une période de 3 mois au maximum.","C1"
"Les textos louent ici le même rôle quo les échanges épistolaires : ils sont un moyen de se remémorer la passion.","C1"
"Lorsqu'une jeune femme aveugle e effleuré cette inscription en braille sur le mur de l'église Sainte-Croix de Nantes, elle a éclaté de rire.","C1"
"Lucien Neuwirth, pionnier de la contraception, est mort dans la nuit de lundi à mardi à 89 ans, des suites d'une infection pulmonaire, à l'hôpital Rossini-Sainte-Périne à Pans.","C1"
"Mais il y a un cadeau de Noël en particulier qui reste ancré dans ma mémoire.","C1"
"Mais soyons sérieux, nouvelles en bref : économie, bon résultat de l'économie française ce mois-ci, plus quatre pour cent.","C1"
"Mais surtout, après le petit-déjeuner, Arthur ne s'en va plus.","C1"
"Notre jogging matinal est devenu une course d'obstacles où on évite tous les autres passants, c'est très fatigant et agaçant.","C1"
"Nous bénéficions de moyens financiers suffisants et justifier les raisons de leur séjour.","C1"
"Nous partîmes cinq cents ; mais par prompt renfort nous nous vîmes trois mille en arrivant au port.","C1"
"Or ces mêmes statistiques en témoignent :on trouve.","C1"
"Or il n’y a pas pire esclave que celui qui se croit libre.","C1"
